student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout,risk_level,risk_level_encoded,engagement_score,academic_performance,study_intensity,assignment_completion,activity_participation,attendance_performance_interaction,study_assignment_interaction,failure_risk
206206,0,1,0,2,2,24.0,5.68729146627823,68.8815122912146,30004,2.0,15.8,16,0,1,3,0,Low,1,0,5.68729146627823,15.8,16,1,391.74923703816387,252.8,True
219859,1,1,1,2,4,18.0,5.98709450577678,77.4238178412831,54711,4.0,14.4,36,0,9,1,1,High,0,1,5.98709450577678,14.4,36,9,463.5437144138083,518.4,True
203984,4,6,1,0,3,19.0,6.43857409011954,100.0,36262,3.0,21.5,50,1,2,3,0,Low,1,0,6.43857409011954,21.5,50,2,643.857409011954,1075.0,True
205230,3,0,4,0,0,19.0,5.21465329294103,88.1630724280454,64468,5.0,6.4,25,1,6,3,0,Low,1,0,5.21465329294103,6.4,25,6,459.73985595270545,160.0,True
209948,0,0,1,0,0,25.0,4.49662505044834,68.2107103280704,75499,3.0,8.8,45,3,3,3,1,High,0,1,4.49662505044834,8.8,45,3,306.71798877007666,396.00000000000006,True
201512,3,0,1,0,4,18.0,6.10556974933315,77.2636355355734,63106,2.0,12.1,23,3,9,3,0,Low,1,0,6.10556974933315,12.1,23,9,471.73851584949875,278.3,True
208527,1,6,0,0,4,25.0,4.76567763190228,68.7908252422234,27912,2.0,12.1,19,0,5,1,0,Low,1,0,4.76567763190228,12.1,19,5,327.8348971369628,229.9,True
205314,2,4,1,3,4,21.0,5.07374050536802,83.3386212253699,55795,2.0,23.8,33,0,2,1,0,Low,1,0,5.07374050536802,23.8,33,2,422.8385381726823,785.4,True
214313,3,0,2,0,0,24.0,6.51064161235491,79.0921811018129,64197,3.0,5.3,30,1,1,1,0,Low,1,0,6.51064161235491,5.3,30,1,514.9408454933737,159.0,True
206958,1,2,4,0,3,26.0,4.48153013423528,67.6159745128207,24868,2.0,15.5,16,1,8,1,0,Low,1,0,4.48153013423528,15.5,16,8,303.0230273348906,248.0,True
214400,3,2,2,3,0,24.0,6.70824203777968,68.0370685670595,45804,3.0,5.3,4,4,0,3,0,Low,1,0,6.70824203777968,5.3,4,0,456.40912348884706,21.2,True
211642,3,2,1,0,3,21.0,5.80713495652908,75.0684770407461,61260,2.0,6.0,19,0,7,1,0,Low,1,0,5.80713495652908,6.0,19,7,435.9327771567174,114.0,True
209595,2,2,2,0,3,17.0,6.45532292313366,65.5870358993046,56338,6.0,16.4,28,0,8,1,1,High,0,1,6.45532292313366,16.4,28,8,423.38549630117126,459.19999999999993,True
207752,2,0,1,0,1,23.0,5.13001569951415,76.6741304003604,40251,3.0,9.2,4,4,3,1,0,Low,1,0,5.13001569951415,9.2,4,3,393.339492700444,36.8,True
200341,3,3,1,0,4,21.0,6.4753853293638,92.8824963973888,85451,5.0,7.8,8,1,9,1,0,Low,1,0,6.4753853293638,7.8,8,9,601.4499545263375,62.4,True
216683,3,3,4,1,4,22.0,4.57283181974198,95.7739278525264,73686,6.0,23.2,14,2,6,3,0,Low,1,0,4.57283181974198,23.2,14,6,437.9580647857054,324.8,True
202202,3,6,1,3,0,21.0,6.66121834798745,68.6744428197861,51300,2.0,21.1,21,0,3,3,0,Low,1,0,6.66121834798745,21.1,21,3,457.45545854897415,443.1,True
216037,1,6,0,3,2,21.0,4.12619434545541,67.8772538833502,74766,4.0,11.4,59,1,3,3,0,Low,1,0,4.12619434545541,11.4,59,3,280.0747411585209,672.6,True
201788,3,6,4,3,1,26.0,5.51993766105719,86.7756104173326,30169,5.0,24.7,12,2,7,1,1,High,0,1,5.51993766105719,24.7,12,7,478.99596000386083,296.4,True
203335,3,2,1,0,0,19.0,6.8930116697149,61.2443879255205,58251,6.0,9.1,55,2,5,0,0,Low,1,0,6.8930116697149,9.1,55,5,422.1582806751591,500.5,True
206733,2,2,1,0,0,21.0,5.44980383756734,66.0895869905106,40690,6.0,9.5,20,2,8,1,0,Low,1,0,5.44980383756734,9.5,20,8,360.1752848041252,190.0,True
207087,4,1,1,3,1,23.0,6.62772198449854,65.8675982629988,54887,5.0,15.1,8,1,6,1,1,High,0,1,6.62772198449854,15.1,8,6,436.55212907379496,120.8,True
202177,2,3,0,2,4,23.0,5.98607637804126,70.4291297155767,43709,5.0,19.9,49,0,5,1,0,Low,1,0,5.98607637804126,19.9,49,5,421.5941497164175,975.0999999999999,True
211368,4,4,0,1,4,23.0,5.20296861077861,68.5460089804116,18622,4.0,7.2,41,1,7,3,0,Low,1,0,5.20296861077861,7.2,41,7,356.6427331192303,295.2,True
213651,4,6,3,0,0,17.0,4.27843918659425,85.2688889281975,37196,3.0,10.6,4,0,4,1,0,Low,1,0,4.27843918659425,10.6,4,4,364.81775578775273,42.4,True
212495,4,5,0,0,4,26.0,6.51495304843819,57.7419520725821,60778,5.0,11.9,30,4,7,3,1,High,0,1,6.51495304843819,11.9,30,7,376.18610667804063,357.0,True
212736,2,2,2,1,4,23.0,5.62243684427174,68.6906739262167,-16029,6.0,14.4,15,0,5,3,1,High,0,1,5.62243684427174,14.4,15,5,386.20897594061694,216.0,True
205525,3,1,1,0,0,23.0,4.37398846960125,60.5440538575398,76612,2.0,9.3,4,2,4,1,1,High,0,1,4.37398846960125,9.3,4,4,264.81899347579616,37.2,True
208358,3,0,3,0,0,17.0,6.21009808713508,90.8273036943873,40583,3.0,8.0,34,2,5,3,1,High,0,1,6.21009808713508,8.0,34,5,564.0464649321515,272.0,True
200385,3,6,1,0,3,21.0,5.37626338582484,72.3900207090154,55452,3.0,14.8,38,2,0,1,0,Low,1,0,5.37626338582484,14.8,38,0,389.1878178369815,562.4,True
205458,4,1,1,3,4,17.0,4.56709754469824,72.0823235610389,55493,3.0,7.9,32,4,4,3,0,Low,1,0,4.56709754469824,7.9,32,4,329.2070029517649,252.8,True
204391,1,5,1,0,1,22.0,6.92003942864572,100.0,-10411,2.0,8.1,17,4,0,3,0,Low,1,0,6.92003942864572,8.1,17,0,692.003942864572,137.7,True
219724,3,2,0,2,1,21.0,6.68402618100199,85.4884283330991,15918,2.0,7.6,34,3,6,0,0,Low,1,0,6.68402618100199,7.6,34,6,571.4068931511466,258.4,True
213150,3,2,0,3,3,23.0,6.79001212359593,86.9668970718614,54987,5.0,6.2,20,0,5,1,0,Low,1,0,6.79001212359593,6.2,20,5,590.5062854694582,124.0,True
214739,4,1,1,0,2,25.0,4.17100572751252,83.8996641585996,59444,4.0,12.8,14,4,8,1,1,High,0,1,4.17100572751252,12.8,14,8,349.9459797418958,179.20000000000002,True
204322,3,5,3,1,2,26.0,4.94565239238604,65.5549043292991,25849,2.0,20.1,26,4,2,2,0,Low,1,0,4.94565239238604,20.1,26,2,324.2117694288361,522.6,True
207403,0,4,0,1,4,18.0,4.76124728642588,72.3808307709913,36723,2.0,18.5,26,0,2,2,1,High,0,1,4.76124728642588,18.5,26,2,344.62303409763314,481.0,True
217266,4,3,0,0,3,21.0,5.4661046376256,88.867460821493,24968,2.0,7.3,1,4,2,3,0,Low,1,0,5.4661046376256,7.3,1,2,485.7588397303742,7.3,True
217919,4,4,2,2,3,24.0,6.02895653472795,90.2378571630344,56945,3.0,10.4,10,4,9,3,0,Low,1,0,6.02895653472795,10.4,10,9,544.0401186229236,104.0,True
218366,3,0,1,0,0,24.0,6.39083925708102,75.9949642824159,58359,2.0,21.6,7,1,6,0,0,Low,1,0,6.39083925708102,21.6,7,6,485.67160107653353,151.20000000000002,True
206298,2,2,4,1,2,20.0,4.33533036507545,65.7013468978499,21265,6.0,21.0,24,4,2,1,0,Low,1,0,4.33533036507545,21.0,24,2,284.8370442326044,504.0,True
212774,3,6,1,0,2,16.0,4.70062305244678,59.3030133386038,15097,6.0,22.2,0,1,2,2,1,High,0,1,4.70062305244678,22.2,0,2,278.7611115789999,0.0,True
204774,2,3,4,3,3,26.0,6.98275319382307,65.5118170915018,24225,6.0,17.1,23,2,4,1,0,Low,1,0,6.98275319382307,17.1,23,4,457.45285002883696,393.3,True
205857,0,6,0,0,2,24.0,6.67791152911868,57.4047238753367,29648,5.0,14.4,16,0,9,1,1,High,0,1,6.67791152911868,14.4,16,9,383.3436673929853,230.4,True
218539,0,6,3,0,0,19.0,6.53704911866712,84.9270729534583,15266,4.0,6.5,38,0,9,1,0,Low,1,0,6.53704911866712,6.5,38,9,555.1724474013829,247.0,True
204772,4,6,2,0,2,17.0,4.70442855352269,75.0940939779559,66227,4.0,15.2,2,4,9,3,0,Low,1,0,4.70442855352269,15.2,2,9,353.27479991081196,30.4,True
210752,2,6,0,0,2,21.0,5.58293340300042,75.0940939779559,32594,3.0,19.4,3,0,7,3,0,Low,1,0,5.58293340300042,19.4,3,7,419.24532563758265,58.199999999999996,True
203886,2,3,1,0,3,21.0,6.96024358928017,81.4941121832984,63003,6.0,24.3,23,3,0,1,0,Low,1,0,6.96024358928017,24.3,23,0,567.2188718878816,558.9,True
202937,4,6,3,1,4,23.0,5.95261308224936,88.1305238409186,87763,3.0,14.6,6,3,4,1,0,Low,1,0,5.95261308224936,14.6,6,4,524.6069091609411,87.6,True
213855,0,1,3,0,2,23.0,5.50999524062727,80.1584679809008,52895,5.0,20.7,57,1,0,1,1,High,0,1,5.50999524062727,20.7,57,0,441.6727770707368,1179.8999999999999,True
217874,3,3,2,0,1,18.0,5.50027130270883,78.5501110480385,27113,6.0,19.8,27,2,3,1,0,Low,1,0,5.50027130270883,19.8,27,3,432.046921622118,534.6,True
214518,1,0,3,0,4,17.0,4.58676425662291,73.0107477446959,37099,5.0,13.5,42,0,3,1,0,Low,1,0,4.58676425662291,13.5,42,3,334.88308810468294,567.0,True
207486,3,0,1,0,0,24.0,6.73125963768127,80.6484358781747,56022,4.0,7.9,9,4,3,1,1,High,0,1,6.73125963768127,7.9,9,3,542.8655612688833,71.10000000000001,True
215653,2,0,3,3,2,22.0,4.66075438093911,81.7134004330657,81930,6.0,8.7,34,2,6,1,1,High,0,1,4.66075438093911,8.7,34,6,380.84608904984276,295.79999999999995,True
208603,4,3,1,0,4,18.0,4.72140404565863,87.3913276284861,12981,2.0,14.6,7,2,1,1,0,Low,1,0,4.72140404565863,14.6,7,1,412.6097678206131,102.2,True
215210,3,2,3,0,0,21.0,4.25003189601757,68.5990328927484,55649,4.0,8.5,47,4,5,1,0,Low,1,0,4.25003189601757,8.5,47,5,291.54807783013916,399.5,True
213188,2,2,3,1,1,26.0,5.50027130270883,66.2436445586571,29489,4.0,12.0,38,0,5,1,1,High,0,1,5.50027130270883,12.0,38,5,364.3580171528256,456.0,True
219085,3,2,1,0,3,26.0,4.91601410339635,90.4568470514176,32983,4.0,24.9,47,4,2,3,1,High,0,1,4.91601410339635,24.9,47,2,444.68713585353544,1170.3,True
216833,4,2,4,1,2,19.0,6.5231250052231,45.2623048806322,65884,4.0,18.0,17,2,3,2,1,High,0,1,6.5231250052231,18.0,17,3,295.2516727608834,306.0,True
217953,3,2,1,0,2,19.0,5.31560493377695,77.7858564559818,33356,4.0,19.9,0,2,6,1,0,Low,1,0,5.31560493377695,19.9,0,6,413.4788823554825,0.0,True
202753,3,2,0,1,0,19.0,6.27532953788672,78.4762254266821,40505,5.0,17.1,32,1,4,1,0,Low,1,0,6.27532953788672,17.1,32,4,492.46417544191513,547.2,True
209326,0,3,4,0,3,24.0,4.77203593522537,63.4900728289647,37161,5.0,12.1,45,2,3,3,1,High,0,1,4.77203593522537,12.1,45,3,302.9769090698954,544.5,True
206846,1,2,2,3,4,25.0,6.92564078846256,84.8116774304977,80021,5.0,8.7,6,1,0,3,0,Low,1,0,6.92564078846256,8.7,6,0,587.3752125505844,52.199999999999996,True
219599,2,2,2,0,1,22.0,5.83209754121434,60.8707716792648,43952,3.0,9.9,33,1,2,3,0,Low,1,0,5.83209754121434,9.9,33,2,355.0042778424597,326.7,True
207212,3,2,1,2,2,21.0,6.25125157843329,55.5212087908078,73308,5.0,17.9,37,3,8,1,1,High,0,1,6.25125157843329,17.9,37,8,347.07704409006146,662.3,True
214644,3,1,1,3,1,25.0,4.39757648710021,100.0,35457,4.0,13.6,20,2,6,1,0,Low,1,0,4.39757648710021,13.6,20,6,439.757648710021,272.0,True
203975,0,2,4,1,1,19.0,6.52678698465781,68.8456088829071,28805,4.0,6.7,48,3,9,1,0,Low,1,0,6.52678698465781,6.7,48,9,449.34062400780016,321.6,True
207745,3,6,0,0,4,25.0,5.12890204520954,95.1440540343635,48409,3.0,8.3,1,3,7,1,0,Low,1,0,5.12890204520954,8.3,1,7,487.984533326374,8.3,True
219329,3,2,2,3,4,21.0,5.12466758529728,92.3724529636295,69509,3.0,7.6,51,1,0,1,0,Low,1,0,5.12466758529728,7.6,51,0,473.3781154771097,387.59999999999997,True
203710,2,2,0,0,2,19.0,6.98522396424705,66.8518777612784,29673,6.0,15.4,35,0,4,1,0,Low,1,0,6.98522396424705,15.4,35,4,466.9753385929963,539.0,True
218095,3,0,1,0,2,26.0,5.07338786742439,78.3398117116922,41814,2.0,20.6,44,2,7,1,0,Low,1,0,5.07338786742439,20.6,44,7,397.4482502744104,906.4000000000001,True
210633,0,2,1,1,3,19.0,5.50027130270883,74.2755391591718,45026,5.0,9.9,45,3,0,1,0,Low,1,0,5.50027130270883,9.9,45,0,408.5356165304186,445.5,True
217487,4,2,1,0,3,25.0,5.47449668875447,75.7242714503027,35526,5.0,21.4,32,2,3,1,1,High,0,1,5.47449668875447,21.4,32,3,414.5522733130267,684.8,True
216382,2,2,1,3,0,21.0,5.86552124862531,75.0940939779559,74683,3.0,24.7,43,0,0,1,1,High,0,1,5.86552124862531,24.7,43,0,440.4660038739662,1062.1,True
209995,3,2,4,0,3,17.0,5.52290309991441,54.1743229981563,70616,3.0,13.9,8,4,4,1,1,High,0,1,5.52290309991441,13.9,8,4,299.19953642228194,111.2,True
219604,3,1,4,0,4,20.0,6.85315704651945,97.4946443327793,31795,3.0,6.3,22,1,5,1,0,Low,1,0,6.85315704651945,6.3,22,5,668.146108807094,138.6,True
210560,2,4,1,0,3,18.0,4.90389134469848,61.9851205710063,62372,5.0,7.0,56,3,2,1,1,High,0,1,4.90389134469848,7.0,56,2,303.9682962682495,392.0,True
215959,3,1,0,3,1,24.0,4.93549145107768,75.0940939779559,48011,2.0,14.9,38,4,1,1,0,Low,1,0,4.93549145107768,14.9,38,1,370.6262588546252,566.2,True
210928,2,1,0,1,1,21.0,4.84911352806434,80.2324853760348,10043,3.0,5.1,23,0,9,1,0,Low,1,0,4.84911352806434,5.1,23,9,389.0564302271547,117.3,True
218772,2,2,0,0,0,21.0,5.53525224563478,70.1577202476515,65765,4.0,15.8,30,2,4,0,1,High,0,1,5.53525224563478,15.8,30,4,388.34067854942964,474.0,True
215730,0,5,0,0,4,19.0,6.28795387256493,71.8378553618237,49705,2.0,5.8,21,2,2,1,0,Low,1,0,6.28795387256493,5.8,21,2,451.7131208191387,121.8,True
212066,0,1,0,0,2,18.0,6.91392047598962,68.0994975187984,42329,4.0,15.1,24,2,1,1,0,Low,1,0,6.91392047598962,15.1,24,1,470.8345102998246,362.4,True
219450,4,2,0,0,1,21.0,6.64395979437708,95.4550516970196,33242,5.0,21.8,32,0,1,1,0,Low,1,0,6.64395979437708,21.8,32,1,634.1995256451839,697.6,True
217585,3,0,2,0,4,20.0,6.73029759242593,75.2031238259482,50044,5.0,15.1,48,1,0,1,1,High,0,1,6.73029759242593,15.1,48,0,506.13940322868825,724.8,True
205426,0,2,1,0,4,21.0,4.91517534177397,86.2307254851329,73396,2.0,15.4,51,1,5,3,0,Low,1,0,4.91517534177397,15.4,51,5,423.8391356078054,785.4,True
209639,4,2,3,0,0,18.0,5.71333907974123,67.6964075640679,37543,2.0,6.7,22,2,3,1,0,Low,1,0,5.71333907974123,6.7,22,3,386.7725308938789,147.4,True
206660,3,1,3,1,3,23.0,5.03423215243905,72.5652313519232,54051,5.0,23.3,31,4,7,1,0,Low,1,0,5.03423215243905,23.3,31,7,365.31022082103,722.3000000000001,True
206534,3,1,0,0,4,20.0,5.77631422700076,85.3740244325284,49976,4.0,13.0,43,3,1,1,0,Low,1,0,5.77631422700076,13.0,43,1,493.14719194592425,559.0,True
206547,4,2,4,0,4,22.0,4.86894802871215,73.019281380605,55644,2.0,8.8,44,0,9,1,0,Low,1,0,4.86894802871215,8.8,44,9,355.52708613607444,387.20000000000005,True
215672,0,0,3,2,2,26.0,5.92018576999163,94.6824866779208,37320,4.0,22.4,11,0,2,1,0,Low,1,0,5.92018576999163,22.4,11,2,560.5379102980488,246.39999999999998,True
215427,3,5,1,0,2,25.0,5.27914689130087,63.6190656773438,74581,4.0,19.4,31,1,0,3,0,Low,1,0,5.27914689130087,19.4,31,0,335.8543927980154,601.4,True
209728,4,4,1,0,1,24.0,4.74453134240713,60.2751441772014,52296,5.0,18.7,27,3,7,1,0,Low,1,0,4.74453134240713,18.7,27,7,285.97731071684063,504.9,True
203142,3,2,4,2,4,23.0,5.33447545467405,64.2448121363494,32094,6.0,6.3,37,2,2,1,1,High,0,1,5.33447545467405,6.3,37,2,342.71237343150136,233.1,True
201527,3,6,1,0,4,22.0,4.20387762814591,96.0820456680184,67171,4.0,24.2,34,4,9,0,0,Low,1,0,4.20387762814591,24.2,34,9,403.91716225027614,822.8,True
210127,3,2,1,0,1,26.0,6.07443145832127,74.4429604338407,31930,2.0,12.7,48,0,6,3,0,Low,1,0,6.07443145832127,12.7,48,6,452.1986607098876,609.5999999999999,True
208865,3,3,2,0,0,18.0,4.11817799148048,77.3777419692359,80570,3.0,15.1,48,1,4,1,0,Low,1,0,4.11817799148048,15.1,48,4,318.65531400816275,724.8,True
218798,1,2,1,0,2,16.0,6.70678330368515,72.2767892639525,37060,5.0,7.4,12,1,7,1,1,High,0,1,6.70678330368515,7.4,12,7,484.74476347944665,88.80000000000001,True
206867,4,2,0,0,0,21.0,5.08726702716783,91.5682096848721,59274,4.0,17.2,54,4,0,3,0,Low,1,0,5.08726702716783,17.2,54,0,465.8319338666398,928.8,True
204954,3,6,0,0,4,17.0,5.53498011851993,71.6204105542926,36284,6.0,20.9,51,0,3,1,1,High,0,1,5.53498011851993,20.9,51,3,396.4175484982445,1065.8999999999999,True
216235,1,1,3,0,2,22.0,5.31462337845681,71.2441147395529,41898,2.0,9.3,33,4,4,1,0,Low,1,0,5.31462337845681,9.3,33,4,378.6356377722872,306.90000000000003,True
208642,1,6,1,0,3,20.0,4.45729089881092,85.9606472888155,37812,6.0,21.2,32,1,9,1,0,Low,1,0,4.45729089881092,21.2,32,9,383.1516108163329,678.4,True
219533,4,0,3,0,2,16.0,6.82524302546825,68.9031853270369,20117,3.0,12.3,53,1,7,1,0,Low,1,0,6.82524302546825,12.3,53,7,470.28098508590483,651.9000000000001,True
219962,1,2,4,2,1,24.0,6.09724339233137,86.5029873361149,80353,5.0,22.7,39,1,7,1,0,Low,1,0,6.09724339233137,22.7,39,7,527.4297679520507,885.3,True
219938,1,5,2,1,2,22.0,4.24731458080177,100.0,58613,5.0,21.8,47,1,8,1,0,Low,1,0,4.24731458080177,21.8,47,8,424.73145808017694,1024.6000000000001,True
200385,3,6,1,0,3,21.0,5.37626338582484,72.3900207090154,55452,3.0,14.8,38,2,0,1,0,Low,1,0,5.37626338582484,14.8,38,0,389.1878178369815,562.4,True
213291,3,2,1,0,2,23.0,4.55674491675048,100.0,46916,5.0,24.4,19,1,2,1,0,Low,1,0,4.55674491675048,24.4,19,2,455.674491675048,463.59999999999997,True
208485,0,3,3,0,0,19.0,6.30887808659905,55.512048656632,64750,4.0,8.1,42,0,9,2,0,Low,1,0,6.30887808659905,8.1,42,9,350.2187473120458,340.2,True
215005,3,2,1,0,4,21.0,4.30705396740919,67.0069515453072,34925,3.0,13.5,30,2,9,1,0,Low,1,0,4.30705396740919,13.5,30,9,288.60255649721074,405.0,True
207913,2,2,2,1,4,24.0,4.62064095843901,80.7713801375035,46145,4.0,16.1,2,0,9,3,0,Low,1,0,4.62064095843901,16.1,2,9,373.21554733299575,32.2,True
205915,0,6,0,3,4,19.0,4.69544135208019,62.3438740234585,40448,2.0,13.4,21,4,6,1,0,Low,1,0,4.69544135208019,13.4,21,6,292.732004138625,281.40000000000003,True
219169,3,1,2,2,4,25.0,5.11409728624057,78.1654249518828,42663,4.0,23.5,10,2,3,1,1,High,0,1,5.11409728624057,23.5,10,3,399.7455876242648,235.0,True
205554,4,5,2,0,4,19.0,4.63941928537787,78.8012947950481,80212,5.0,22.2,43,1,1,1,1,High,0,1,4.63941928537787,22.2,43,1,365.5922467848929,954.6,True
208477,2,2,0,2,4,19.0,5.58152390852574,56.7874821871777,65031,3.0,9.8,29,3,4,1,0,Low,1,0,5.58152390852574,9.8,29,4,316.9606895327119,284.20000000000005,True
210069,2,3,1,0,2,18.0,6.07554282501303,61.0646176808415,43545,6.0,13.3,5,2,4,1,0,Low,1,0,6.07554282501303,13.3,5,4,371.0006998130004,66.5,True
213719,3,2,1,3,2,24.0,4.60592974402304,79.7863276745799,23901,5.0,11.5,34,3,0,1,1,High,0,1,4.60592974402304,11.5,34,0,367.4902198027162,391.0,True
204874,0,3,4,0,2,19.0,4.44317578179468,71.326848716642,38104,4.0,16.6,25,4,8,0,0,Low,1,0,4.44317578179468,16.6,25,8,316.9177268095167,415.00000000000006,True
212326,1,2,1,1,4,16.0,6.7890752604588,58.3055149794941,47627,6.0,21.6,9,4,0,1,1,High,0,1,6.7890752604588,21.6,9,0,395.84052929559334,194.4,True
200290,3,1,1,0,1,22.0,4.66575188317762,53.3365574549841,25902,6.0,20.2,36,0,6,3,1,High,0,1,4.66575188317762,20.2,36,6,248.85514338780342,727.1999999999999,True
218041,3,2,0,3,3,23.0,4.11907560933576,83.6240172439091,43761,6.0,8.4,17,0,0,1,0,Low,1,0,4.11907560933576,8.4,17,0,344.45364978405894,142.8,True
207199,1,4,1,0,0,19.0,6.70120693233611,78.5614579892331,8039,2.0,7.2,17,1,8,0,0,Low,1,0,6.70120693233611,7.2,17,8,526.4565868918809,122.4,True
215709,0,5,2,3,1,22.0,6.31123598047381,46.1241469636702,70722,6.0,13.4,52,4,1,3,1,High,0,1,6.31123598047381,13.4,52,1,291.10037588577717,696.8000000000001,True
214971,3,2,1,0,2,18.0,5.50027130270883,92.6863263415508,68018,4.0,9.0,1,0,8,0,1,High,0,1,5.50027130270883,9.0,1,8,509.79994092993735,9.0,True
218883,3,2,2,0,4,16.0,6.19610094516806,69.0099372816112,67378,2.0,18.7,59,3,7,1,0,Low,1,0,6.19610094516806,18.7,59,7,427.5925376165797,1103.3,True
206896,1,4,0,0,2,20.0,5.50027130270883,78.058499678074,43907,6.0,23.2,45,4,3,3,1,High,0,1,5.50027130270883,23.2,45,3,429.34292571181686,1044.0,True
210034,3,2,3,2,1,26.0,6.94632593031402,78.4344599261832,62987,5.0,24.4,43,0,3,3,0,Low,1,0,6.94632593031402,24.4,43,3,544.8313228154223,1049.2,True
204024,1,5,1,0,4,18.0,4.99077881150201,83.5138230325553,13536,5.0,19.4,36,0,6,1,0,Low,1,0,4.99077881150201,19.4,36,6,416.7990184584055,698.4,True
218821,4,2,4,1,1,16.0,5.28209939093127,63.0202070671212,74735,3.0,14.6,10,1,9,1,0,Low,1,0,5.28209939093127,14.6,10,9,332.8789973656034,146.0,True
215262,1,2,2,0,4,21.0,4.45927631256447,75.0940939779559,71943,3.0,17.0,28,1,0,3,0,Low,1,0,4.45927631256447,17.0,28,0,334.86531448938894,476.0,True
200812,4,2,1,3,0,20.0,6.17093812434704,51.0841896697209,44489,4.0,8.1,24,4,1,1,1,High,0,1,6.17093812434704,8.1,24,1,315.2373735842559,194.39999999999998,True
209514,1,2,1,3,0,25.0,4.69855538289715,77.3819541443167,26003,5.0,15.0,14,4,6,3,1,High,0,1,4.69855538289715,15.0,14,6,363.58339718387964,210.0,True
204688,3,2,1,1,2,20.0,4.36078963464896,75.8982851435354,45578,4.0,14.9,51,1,6,1,1,High,0,1,4.36078963464896,14.9,51,6,330.97645514156034,759.9,True
202405,3,1,0,0,4,21.0,5.46797902765468,68.474692473918,493140,6.0,17.8,18,3,9,3,1,High,0,1,5.46797902765468,17.8,18,9,374.41818237248737,320.40000000000003,True
207061,0,1,4,3,1,21.0,5.50027130270883,83.6295762164907,60363,3.0,9.0,58,1,0,1,0,Low,1,0,5.50027130270883,9.0,58,0,459.9853581212647,522.0,True
214674,1,4,1,0,0,20.0,5.54409561587975,81.4745586337923,30462,6.0,20.1,26,0,2,2,1,High,0,1,5.54409561587975,20.1,26,2,451.70274332734556,522.6,True
212692,1,5,1,2,3,17.0,5.16794830524096,61.3178769838102,64625,6.0,19.6,28,1,4,1,0,Low,1,0,5.16794830524096,19.6,28,4,316.8876184394556,548.8000000000001,True
209626,1,1,2,0,3,23.0,5.19342295128814,98.4474972686455,50550,3.0,20.7,22,2,2,1,0,Low,1,0,5.19342295128814,20.7,22,2,511.27949181186,455.4,True
210101,1,1,1,1,3,23.0,6.81383867699571,64.9744292831098,91812,4.0,7.2,22,4,7,3,1,High,0,1,6.81383867699571,7.2,22,7,442.72527926497617,158.4,True
215296,0,6,1,2,0,26.0,4.43792875766071,83.8312450840663,34598,3.0,6.4,6,3,1,1,0,Low,1,0,4.43792875766071,6.4,6,1,372.0370933490808,38.400000000000006,True
214263,0,2,1,0,2,23.0,4.78619160827546,70.7083297056966,60043,3.0,17.7,24,1,6,2,1,High,0,1,4.78619160827546,17.7,24,6,338.42361427257947,424.79999999999995,True
